UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES
730736,75501,103395,74.96,20,22882,86,6182,04-03-97,Salaried,21-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
660279,79686,108205,74.86,20,22882,86,6181,05-02-90,Salaried,08-11-18,5,385,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,25754,25000,25000,0,0,0,0,0,0,0,0,0,1,4yrs 2mon,4yrs 2mon,0
744514,49553,71990,70.84,20,22852,45,6182,29-03-82,Salaried,24-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
740218,39894,66800,60.63,20,24745,45,6180,03-06-78,Self employed,23-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
671479,62463,80049,79.95,20,22882,86,6182,05-05-62,Self employed,11-11-18,5,385,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
665166,53078,75686,71.35,20,22882,86,6181,23-05-91,Salaried,10-11-18,5,385,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0
680551,53078,66948,80.66,20,22852,45,6182,22-02-78,Self employed,13-11-18,5,385,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
665032,31984,58928,55.15,20,24745,45,6181,10-03-72,Self employed,10-11-18,5,385,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,23987,30000,30000,0,0,0,0,0,0,1600,0,0,0,0yrs 8mon,0yrs 8mon,0
744022,47599,59523,82.32,20,22852,45,6199,18-06-87,Self employed,24-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719757,54763,71063,79.51,20,22882,86,6182,04-06-97,Self employed,19-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
749080,31734,59223,55.72,20,22852,45,6184,11-12-86,Self employed,26-11-18,5,385,1,1,0,0,0,0,615,H-Medium Risk,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 6mon,0yrs 9mon,0
731697,46349,63248,75.89,20,22852,45,6199,01-01-76,Self employed,22-11-18,5,385,1,1,0,0,0,0,717,D-Very Low Risk,2,1,0,269638,310212,310212,0,0,0,0,0,0,0,0,0,0,1yrs 9mon,2yrs 11mon,0
672293,42794,69013,62.89,20,22882,86,6181,26-04-93,Salaried,11-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
702068,45349,62783,74.86,20,22852,45,6182,04-08-87,Self employed,16-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
730529,49328,69013,73.9,20,22882,86,6182,12-06-73,Self employed,21-11-18,5,385,1,1,0,0,0,0,379,K-High Risk,1,1,1,27007,38700,38700,0,0,0,0,0,0,2029,0,0,0,1yrs 3mon,1yrs 3mon,1
740573,59013,73062,82.12,20,22882,86,6180,03-04-87,Salaried,23-11-18,5,385,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,10412,25000,25000,0,0,0,0,0,0,0,0,1,0,0yrs 4mon,0yrs 4mon,0
755286,41894,69013,61.58,20,22882,86,6183,04-08-65,Self employed,28-11-18,5,385,1,1,0,0,0,0,810,A-Very Low Risk,1,1,0,590,100000,590,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0
747249,61697,88555,71.71,20,22882,86,6182,03-06-83,Self employed,26-11-18,5,385,1,0,0,1,0,0,443,K-High Risk,21,3,2,276205,404000,404000,0,0,0,0,0,0,272596,0,0,2,1yrs 8mon,3yrs 11mon,0
735619,51078,63948,82.88,20,22852,45,6183,27-03-80,Self employed,22-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
735572,52078,71990,73.62,20,22852,45,6182,12-07-90,Self employed,22-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
702118,57013,69093,83.94,20,22852,45,6182,01-04-82,Self employed,16-11-18,5,385,1,1,0,0,0,0,708,D-Very Low Risk,2,1,0,28919,28000,28000,0,0,0,0,0,0,28000,0,1,0,0yrs 8mon,1yrs 1mon,0
743749,44599,69013,66.65,20,22882,86,6181,02-07-77,Salaried,24-11-18,5,385,1,1,0,0,0,0,701,E-Low Risk,2,1,0,11542,40000,40000,0,0,0,0,0,0,0,0,0,0,2yrs 2mon,2yrs 4mon,0
713196,55759,69013,83.32,20,22882,86,6247,07-04-88,Self employed,18-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
695693,60213,76208,80.04,20,24745,45,6181,04-08-74,Self employed,15-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
720715,50303,68135,76.32,20,22852,45,6182,01-01-67,Self employed,20-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
665047,47049,69013,69.12,20,22882,86,6207,04-05-81,Self employed,10-11-18,5,385,1,1,0,0,0,0,708,D-Very Low Risk,12,5,0,7008,53088,53088,0,0,0,0,0,0,0,0,1,0,0yrs 8mon,1yrs 2mon,0
660287,47849,69013,70.28,20,22882,86,6180,25-07-81,Salaried,08-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
742295,41094,72892,58.31,20,22882,86,6182,24-04-97,Self employed,24-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
662043,58259,98500,59.9,20,23343,49,6181,15-07-85,Salaried,09-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
665028,49553,64293,79.32,20,22882,86,6182,04-06-92,Self employed,10-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
740350,31484,59223,55.72,20,22852,45,6182,12-09-78,Self employed,23-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
726266,46349,88555,53.07,20,22882,86,6181,12-06-86,Self employed,21-11-18,5,385,1,1,1,0,0,0,708,D-Very Low Risk,5,3,0,176311,232912,232912,0,0,0,0,0,0,0,0,0,1,0yrs 11mon,1yrs 9mon,0
656520,56013,72892,78.2,20,22882,86,6180,04-08-87,Salaried,03-11-18,5,385,1,1,0,0,0,0,443,K-High Risk,8,2,1,2135405,2540000,2540000,0,0,0,0,0,0,21276,0,1,0,1yrs 8mon,3yrs 10mon,0
687532,49149,68423,72.78,20,22882,86,6188,04-06-85,Self employed,14-11-18,5,385,1,1,0,0,0,0,440,K-High Risk,4,3,1,97990,124000,124000,0,0,0,0,0,0,35760,0,0,0,1yrs 5mon,2yrs 0mon,0
672983,53053,69013,78.97,20,22882,86,6182,10-02-92,Self employed,12-11-18,5,385,1,1,0,0,0,0,476,K-High Risk,11,5,2,167915,167500,167500,0,0,0,0,0,0,259910,0,2,1,0yrs 10mon,1yrs 2mon,0
660218,56013,72723,78.38,20,22882,86,6180,04-08-77,Salaried,08-11-18,5,385,1,1,0,0,0,0,681,E-Low Risk,9,4,0,322854,411000,411000,0,0,0,0,0,0,362183,0,2,0,2yrs 3mon,6yrs 9mon,0
672317,55059,77815,71.71,20,22882,86,6182,04-06-84,Salaried,11-11-18,5,385,1,0,0,1,0,0,738,C-Very Low Risk,3,2,0,172984,245300,245300,0,0,0,0,0,0,14410,0,1,0,1yrs 8mon,4yrs 1mon,0
742862,53578,70414,77.4,20,24745,45,6181,03-06-88,Self employed,24-11-18,5,385,1,0,0,0,1,0,706,D-Very Low Risk,1,1,0,0,12000,12000,0,0,0,0,0,0,0,0,0,1,0yrs 8mon,0yrs 8mon,0
740194,31684,69013,46.66,20,22882,86,6181,06-05-75,Self employed,23-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719261,52553,75265,71.75,20,22882,86,6184,10-04-96,Self employed,19-11-18,5,385,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
755624,46599,68435,70.14,20,22852,45,6199,08-04-94,Self employed,28-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719258,38210,56384,70.94,20,22852,45,6181,25-05-79,Salaried,19-11-18,5,385,1,1,0,0,0,0,738,C-Very Low Risk,12,3,0,50769,68990,68990,0,0,0,0,0,0,15437,0,2,0,0yrs 11mon,1yrs 10mon,0
742291,53553,71955,76.44,20,22852,45,6182,14-06-83,Self employed,24-11-18,5,385,1,1,0,0,0,0,300,M-Very High Risk,30,8,3,1059643,1548553,1548553,0,0,0,0,0,0,736,0,0,1,0yrs 10mon,3yrs 0mon,0
731111,54303,72723,75.63,20,22882,86,6184,03-04-95,Self employed,22-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
748547,35939,69013,52.89,20,22882,86,6180,13-01-71,Self employed,26-11-18,5,385,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 4mon,0yrs 4mon,0
665224,51803,69013,77.52,20,22882,86,6247,18-04-65,Salaried,10-11-18,5,385,1,0,0,1,0,0,427,K-High Risk,3,3,1,1619406,190000,2190000,0,0,0,0,0,0,17300,0,0,0,3yrs 10mon,7yrs 4mon,0
735356,50103,66987,75.84,20,22882,86,6181,04-08-73,Self employed,22-11-18,5,385,1,1,0,0,0,0,431,K-High Risk,5,3,1,434822,651994,651994,0,0,0,0,0,0,3992,0,0,1,1yrs 8mon,3yrs 6mon,0
744932,53763,69013,80.42,20,22882,86,6182,19-05-93,Self employed,25-11-18,5,385,1,1,0,0,0,0,362,K-High Risk,40,1,2,457460,595000,595000,0,0,0,0,0,0,0,0,0,0,0yrs 5mon,6yrs 3mon,1
719181,31484,69013,46.37,20,22882,86,6184,21-08-75,Salaried,19-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
756186,57259,69013,84.04,20,22882,86,6180,04-12-96,Self employed,28-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
735577,53303,71955,76.44,20,22852,45,6199,01-01-68,Self employed,22-11-18,5,385,1,1,0,0,0,0,659,F-Low Risk,1,1,0,11500,12000,12000,0,0,0,0,0,0,0,0,0,0,2yrs 3mon,2yrs 3mon,0
719247,47349,63652,76.98,20,13928,45,6247,06-02-79,Self employed,19-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
660249,60543,88555,68.88,20,22882,86,6181,04-08-80,Self employed,08-11-18,5,385,1,1,0,0,0,0,309,L-Very High Risk,3,2,1,21752,66000,66000,0,0,0,0,0,0,3856,0,1,1,2yrs 0mon,3yrs 10mon,0
731114,59713,77390,78.18,20,22882,86,6180,14-03-79,Self employed,22-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
689078,63781,88076,74.94,20,15212,51,6181,05-04-96,Self employed,14-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
655531,58263,75265,79.72,20,22882,86,6182,16-12-84,Salaried,03-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
655540,59259,76800,78.13,20,22882,86,6181,23-04-92,Salaried,03-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
748454,49553,66806,76.34,20,22852,45,6182,16-04-92,Self employed,26-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
709046,54259,71655,78.15,20,22852,45,6182,10-02-94,Self employed,17-11-18,5,385,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
669264,53803,70764,77.02,20,22882,86,6181,13-04-60,Self employed,11-11-18,5,385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
719781,46145,59223,81.05,20,22852,45,6182,01-04-76,Self employed,19-11-18,5,385,1,0,0,1,0,0,698,E-Low Risk,2,1,0,18232,30000,30000,0,0,0,0,0,0,3204,0,0,0,1yrs 2mon,1yrs 3mon,0
702271,48349,97254,51.41,20,23329,48,6210,19-10-70,Self employed,16-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
654764,34839,44441,79.66,20,16499,51,6209,05-10-89,Self employed,03-11-18,5,1468,1,1,0,0,0,0,738,C-Very Low Risk,16,3,0,98047,138000,138000,0,0,0,0,0,0,34568,0,2,0,0yrs 10mon,1yrs 11mon,2
663158,50303,97861,53.14,20,16499,51,6191,10-05-77,Self employed,09-11-18,5,1468,1,1,0,0,0,0,825,A-Very Low Risk,4,0,0,0,0,0,0,0,0,0,0,0,5731,0,0,0,1yrs 6mon,2yrs 1mon,0
707175,35885,44441,84.83,20,16499,51,6189,10-07-70,Self employed,17-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
657596,42794,67362,65.32,20,15452,86,6210,02-06-71,Self employed,05-11-18,5,1468,1,1,0,0,0,0,708,D-Very Low Risk,8,2,0,81184,155000,155000,0,0,0,0,0,0,54516,0,1,0,0yrs 5mon,1yrs 6mon,0
669667,42794,66889,65.78,20,14004,86,6214,03-08-83,Self employed,11-11-18,5,1468,1,1,0,0,0,0,681,E-Low Risk,3,1,0,10000,30000,30000,0,0,0,0,0,0,3022,0,0,1,1yrs 2mon,1yrs 4mon,0
661823,33939,44441,79.88,20,16499,51,6214,02-07-72,Self employed,09-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
661806,25929,44441,59.4,20,16499,51,6214,07-07-77,Self employed,09-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
732908,56013,68511,84.66,20,14004,86,6210,15-06-86,Self employed,22-11-18,5,1468,1,1,1,0,0,0,719,D-Very Low Risk,7,2,0,167720,187000,187000,0,0,0,0,0,0,538163,0,1,0,0yrs 10mon,1yrs 2mon,0
665290,32484,44441,74.26,20,16499,51,6214,22-02-77,Self employed,10-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
763465,34025,44441,79.88,20,16499,51,6213,03-09-93,Self employed,29-11-18,5,1468,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 3mon,2yrs 3mon,0
665245,53303,67807,79.64,20,16499,51,6210,10-07-88,Self employed,10-11-18,5,1468,1,1,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,17386,16500,16500,0,0,0,0,0,0,0,0,0,0,0yrs 10mon,0yrs 10mon,0
665183,57259,74192,79.52,20,16499,51,6186,12-10-81,Salaried,10-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
763563,48349,67807,73.74,20,16499,51,6209,21-11-55,Self employed,29-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
665195,34439,74192,48.52,20,16499,51,6209,26-03-73,Self employed,10-11-18,5,1468,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0
724240,49303,67362,75.71,20,15452,86,6191,16-03-81,Salaried,20-11-18,5,1468,1,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,4,2,0,29801,29300,29300,0,0,0,0,0,0,29300,0,2,0,1yrs 5mon,2yrs 9mon,1
669674,44349,63872,72.02,20,14158,45,6209,20-10-91,Salaried,11-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
700311,26529,45388,61.69,20,16499,51,6211,10-07-70,Self employed,15-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
763736,38689,59909,66.77,20,16499,51,6207,24-05-96,Self employed,30-11-18,5,1468,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
672951,61947,91516,69.93,20,22809,48,6210,11-11-87,Self employed,12-11-18,5,1468,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 10mon,1yrs 10mon,0
702822,55659,69142,82.44,20,14004,86,6209,04-07-74,Self employed,16-11-18,5,1468,1,1,0,0,0,0,797,B-Very Low Risk,21,1,0,32212,45000,45000,0,0,0,0,0,0,163137,0,0,0,0yrs 9mon,1yrs 6mon,0
745572,61213,74131,84.98,20,17725,51,6178,31-05-75,Self employed,25-11-18,5,714,1,0,1,1,0,0,450,K-High Risk,6,2,1,294400,344400,344400,0,0,0,0,0,0,0,0,0,1,2yrs 0mon,6yrs 1mon,0
713383,60947,96402,65.35,20,23822,48,6243,25-05-97,Salaried,18-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
733303,53303,65331,84.19,20,22721,45,6208,20-07-80,Salaried,22-11-18,5,714,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
673223,51303,66417,79.8,20,17725,51,6178,19-03-82,Salaried,12-11-18,5,714,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0
745816,41644,69606,61.78,20,22721,45,6276,30-05-80,Self employed,26-11-18,5,714,1,1,0,0,0,0,410,K-High Risk,1,1,1,24395,20000,20000,0,0,0,0,0,0,0,0,0,1,1yrs 0mon,1yrs 0mon,0
724978,90175,117529,79.98,20,23822,48,6191,15-06-92,Self employed,20-11-18,5,714,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,13400,13400,13400,0,0,0,0,0,0,0,0,1,0,0yrs 2mon,0yrs 2mon,0
735433,74431,97456,79.42,20,24697,48,6170,02-05-72,Salaried,22-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
668800,49349,78591,63.62,20,17725,51,6170,18-06-80,Self employed,10-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
751042,52678,68396,79.83,20,17725,51,6178,01-10-91,Salaried,27-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
726358,49303,60375,84.47,20,22721,45,6306,01-01-88,Salaried,21-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
689739,89195,117290,79.29,20,24697,48,6160,10-05-80,Self employed,14-11-18,5,714,1,0,1,0,0,0,726,D-Very Low Risk,21,3,0,21790,74900,74900,0,0,0,0,0,0,25769,0,0,0,0yrs 11mon,1yrs 7mon,0
754254,58013,85110,70.5,20,14444,120,6154,15-06-93,Self employed,28-11-18,5,714,1,1,0,0,0,0,527,J-High Risk,5,3,0,85699,127790,127790,0,0,0,0,0,0,0,0,1,0,1yrs 2mon,2yrs 0mon,0
713214,53078,66889,82.23,20,14004,86,6169,08-06-95,Salaried,18-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
734877,74103,97456,79.42,20,24697,48,6430,04-07-90,Salaried,22-11-18,5,714,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
674443,90175,118128,79.57,20,22809,48,6197,24-01-91,Salaried,12-11-18,5,714,1,1,0,0,0,0,740,C-Very Low Risk,5,2,0,67180,67180,67180,0,0,0,0,0,0,25200,0,1,0,1yrs 3mon,2yrs 1mon,1
760989,33734,67563,51.8,20,17725,51,6170,11-10-87,Self employed,29-11-18,5,714,1,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,26000,26000,26000,0,0,0,0,0,0,2531,0,1,0,0yrs 1mon,0yrs 1mon,2
688840,79686,117290,69.91,20,24697,48,6160,18-04-96,Self employed,14-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
713738,85620,117529,74.88,20,23822,48,6171,10-12-82,Self employed,18-11-18,5,714,1,1,0,0,0,0,625,H-Medium Risk,2,1,0,18310,39500,39500,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,2yrs 4mon,0
673230,57013,74131,78.24,20,17725,51,6208,31-12-60,Self employed,12-11-18,5,714,1,0,0,1,0,0,758,C-Very Low Risk,2,1,0,13294,48000,48000,0,0,0,0,0,0,2070,0,0,0,4yrs 1mon,6yrs 2mon,0
763187,53303,70321,78.21,20,15636,49,6172,22-06-96,Self employed,29-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1
671174,72123,103035,71.82,20,17725,51,6170,20-09-92,Salaried,11-11-18,5,714,1,1,0,0,0,0,307,L-Very High Risk,1,1,1,3347,35144,35144,0,0,0,0,0,0,3347,0,0,1,1yrs 3mon,1yrs 3mon,0
677099,69123,96402,73.65,20,23822,48,6185,06-04-67,Self employed,12-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
731498,68877,85110,84.6,20,14444,120,6208,11-02-82,Self employed,22-11-18,5,714,1,1,0,0,0,0,635,G-Low Risk,20,8,0,3040770,2722889,2722889,0,0,0,0,0,0,21304,0,3,1,1yrs 4mon,5yrs 10mon,2
725543,88215,115666,79.54,20,23822,48,6215,05-05-95,Salaried,21-11-18,5,714,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,4341,0,0,1,0yrs 7mon,0yrs 7mon,2
692688,77379,105929,74.86,20,24697,48,6170,01-01-68,Self employed,15-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
731681,48849,96400,51.87,20,23822,48,6170,11-11-78,Self employed,22-11-18,5,714,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1013,0,0,0,0yrs 7mon,0yrs 7mon,0
754417,32484,45520,74.69,20,17725,51,6154,06-03-72,Self employed,28-11-18,5,714,1,1,1,0,0,0,678,F-Low Risk,3,1,0,10747,43000,43000,0,0,0,0,0,0,2583,0,0,0,0yrs 8mon,1yrs 2mon,0
768625,55259,71481,79.74,20,14444,120,6208,25-05-85,Self employed,30-11-18,5,714,1,1,0,0,0,0,610,H-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,1604,0,0,1,2yrs 1mon,3yrs 3mon,0
690461,66169,91161,74.59,20,24697,48,6208,09-06-93,Self employed,14-11-18,5,714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0
